0 -1.0047e-04 -2.8197e-02 4.2140e-03 -2.6387e-02 6.6807e-06 6.5779e-06 3.1684e-03 -3.1739e-02 -9.7314e+01 -1.5988e+02
1 -4.9051e-03 2.6222e-02 -2.6229e-03 2.9210e-02 6.7963e-06 6.6968e-06 -6.9160e-04 1.0840e-02 -1.0945e+02 -1.6510e+02
2 5.3356e-02 3.1952e-02 4.9311e-02 2.2169e-02 4.4319e-06 4.5079e-06 9.1080e-02 9.0267e-02 -6.4715e+03 -6.6097e+03
3 1.9119e-02 2.4043e-02 2.5637e-02 2.8802e-02 6.7046e-06 6.6688e-06 -1.6727e-02 -1.3343e-02 -1.4890e+02 -1.7108e+02
4 1.3153e-02 3.4336e-02 1.8909e-02 3.8650e-02 6.5782e-06 6.4581e-06 -5.6357e-02 5.6425e-03 -1.4426e+02 -2.2483e+02
5 -2.6545e-02 2.7924e-02 -2.7304e-02 2.7813e-02 6.6658e-06 6.5066e-06 -5.8762e-02 -1.8209e-01 -1.3514e+02 -1.3226e+02
6 1.6558e-02 -1.0628e-02 1.6581e-02 -1.0166e-02 6.6460e-06 6.6482e-06 8.2152e-02 5.5648e-02 -8.9207e+01 -9.0081e+01
7 2.6388e-02 -1.8909e-02 2.9557e-02 -1.6137e-02 6.7666e-06 6.6703e-06 -4.1338e-02 1.9115e-02 -1.6709e+02 -1.3978e+02
8 4.0634e-02 -5.6513e-03 4.1364e-02 -4.6727e-03 6.5862e-06 6.6723e-06 6.0569e-02 1.1570e-01 -1.9326e+02 -8.7107e+01
9 -2.1149e-02 1.8431e-02 -2.1075e-02 1.9519e-02 6.5242e-06 6.6512e-06 7.4931e-02 6.6932e-02 -1.1817e+02 -9.5692e+01
10 -3.1905e-02 -2.3831e-02 -2.9907e-02 -2.1917e-02 6.4792e-06 6.7150e-06 2.1286e-02 1.0999e-02 -1.7928e+02 -1.4672e+02
11 -1.6341e-02 9.5912e-03 -8.0861e-03 1.3894e-02 6.5111e-06 6.6945e-06 2.3195e-02 -4.6209e-03 -1.7134e+02 -1.4535e+02
12 3.6492e-02 -2.9438e-02 4.2977e-02 -2.2666e-02 6.3842e-06 6.4980e-06 -2.2583e-02 -1.9097e-02 -2.5630e+02 -2.1704e+02
13 -2.6626e-02 3.7470e-02 -2.4466e-02 3.9516e-02 6.5682e-06 6.7517e-06 4.5381e-02 3.0522e-02 -1.4963e+02 -2.2017e+02
14 2.9351e-02 1.3117e-02 3.3263e-02 1.7911e-02 6.5957e-06 6.7642e-06 -2.1098e-03 -1.8720e-02 -1.8351e+02 -1.4935e+02
15 -1.5189e-02 3.0732e-02 -1.3004e-02 3.1492e-02 6.6015e-06 6.7099e-06 -1.2148e-03 6.6511e-02 -1.0542e+02 -1.3836e+02
16 2.7719e-02 -1.3404e-02 3.3282e-02 1.1571e-02 6.5925e-06 6.4615e-06 1.3930e-02 -1.8502e-02 -1.8865e+02 -1.8514e+02
17 9.4333e-03 -3.4907e-04 3.1459e-03 -7.1259e-03 5.9842e-06 5.7623e-06 1.5610e-02 4.9715e-02 -1.7251e+03 -2.0028e+03
18 -5.0261e-03 1.1201e-02 -1.6118e-03 1.6116e-02 6.6935e-06 6.6990e-06 1.3448e-02 -1.5199e-02 -1.0192e+02 -1.3508e+02
19 5.8456e-03 4.9798e-02 8.1994e-03 4.9809e-02 6.6140e-06 6.6520e-06 2.1605e-02 -3.3435e-02 -1.2223e+02 -2.9789e+02
20 -8.4988e-03 3.7341e-02 -1.6615e-03 4.4233e-02 6.6743e-06 6.6377e-06 1.7992e-03 -1.9421e-02 -1.2536e+02 -2.4895e+02
21 -2.2557e-02 -3.9155e-03 -2.0211e-02 -2.6955e-03 6.7406e-06 6.7749e-06 3.2665e-02 4.9897e-02 -1.4506e+02 -8.8550e+01
