0 -4.4566e-04 -2.8736e-02 1.2664e-03 -2.8654e-02 6.7573e-06 6.6562e-06 3.1684e-03 -3.1739e-02 -7.7902e+01 -1.3228e+02
1 -5.4043e-03 2.6193e-02 -4.9620e-03 2.7419e-02 6.8651e-06 6.7950e-06 -6.9160e-04 1.0840e-02 -8.5822e+01 -1.3327e+02
2 4.9873e-02 3.1722e-02 5.0417e-02 2.3208e-02 4.4732e-06 4.5516e-06 9.1080e-02 9.0267e-02 -6.1455e+03 -6.3073e+03
3 1.9205e-02 2.3249e-02 2.2089e-02 2.5070e-02 6.7857e-06 6.7408e-06 -1.6727e-02 -1.3343e-02 -1.3276e+02 -1.4537e+02
4 1.3403e-02 3.3950e-02 1.5233e-02 3.5341e-02 6.6986e-06 6.5634e-06 -5.6357e-02 5.6425e-03 -1.2377e+02 -2.0474e+02
5 -2.6381e-02 2.8627e-02 -2.7580e-02 2.9324e-02 6.7416e-06 6.5962e-06 -5.8762e-02 -1.8209e-01 -1.3106e+02 -1.1999e+02
6 1.7049e-02 -1.0608e-02 1.7040e-02 -1.0951e-02 6.7059e-06 6.7097e-06 8.2152e-02 5.5648e-02 -6.7649e+01 -6.3251e+01
7 2.5829e-02 -1.8885e-02 2.6982e-02 -1.7876e-02 6.8370e-06 6.7730e-06 -4.1338e-02 1.9115e-02 -1.5263e+02 -1.2027e+02
8 4.0589e-02 -5.3348e-03 4.0485e-02 -4.5703e-03 6.6770e-06 6.7597e-06 6.0569e-02 1.1570e-01 -1.6967e+02 -8.0293e+01
9 -2.1726e-02 1.8317e-02 -2.2236e-02 1.9717e-02 6.6459e-06 6.7312e-06 7.4931e-02 6.6932e-02 -9.9727e+01 -8.6072e+01
10 -3.2951e-02 -2.4699e-02 -3.2852e-02 -2.4595e-02 6.5705e-06 6.7722e-06 2.1286e-02 1.0999e-02 -1.5818e+02 -1.1035e+02
11 -1.7089e-02 9.2219e-03 -1.5137e-02 1.0076e-02 6.6267e-06 6.7961e-06 2.3195e-02 -4.6209e-03 -1.5369e+02 -1.2412e+02
12 3.6746e-02 -2.9741e-02 3.9125e-02 -2.8937e-02 6.4722e-06 6.6303e-06 -2.2583e-02 -1.9097e-02 -2.3481e+02 -1.8710e+02
13 -2.7185e-02 3.7617e-02 -2.6206e-02 3.6992e-02 6.6967e-06 6.8323e-06 4.5381e-02 3.0522e-02 -1.2249e+02 -1.6927e+02
14 2.9452e-02 1.3067e-02 3.1084e-02 1.4574e-02 6.6669e-06 6.8551e-06 -2.1098e-03 -1.8720e-02 -1.6548e+02 -1.2783e+02
15 -1.5345e-02 3.0411e-02 -1.5253e-02 3.0319e-02 6.6848e-06 6.7607e-06 -1.2148e-03 6.6511e-02 -8.0596e+01 -1.2752e+02
16 2.7742e-02 -1.3485e-02 3.0328e-02 -1.0196e-02 6.6989e-06 6.7061e-06 1.3930e-02 -1.8502e-02 -1.7256e+02 -1.6217e+02
17 8.6957e-03 -1.7112e-04 3.2865e-03 -7.0055e-03 6.0145e-06 5.8158e-06 1.5610e-02 4.9715e-02 -1.6758e+03 -1.9222e+03
18 -5.5466e-03 1.0994e-02 -4.6109e-03 1.2733e-02 6.8113e-06 6.7787e-06 1.3448e-02 -1.5199e-02 -8.7289e+01 -1.0758e+02
19 4.6815e-03 4.9724e-02 5.3272e-03 4.8300e-02 6.7501e-06 6.7044e-06 2.1605e-02 -3.3435e-02 -9.4235e+01 -2.7009e+02
20 -8.6453e-03 3.7595e-02 -7.0518e-03 3.9645e-02 6.7735e-06 6.7139e-06 1.7992e-03 -1.9421e-02 -1.0603e+02 -2.1260e+02
21 -2.2938e-02 -4.8469e-03 -2.1880e-02 -4.6791e-03 6.8070e-06 6.8273e-06 3.2665e-02 4.9897e-02 -1.2808e+02 -6.8154e+01
22 -1.5881e-02 2.4736e-02 -1.5370e-02 2.5128e-02 6.7866e-06 6.7559e-06 -2.4730e-02 -1.0598e-02 -7.5878e+01 -1.0211e+02
23 -8.7408e-03 2.3836e-02 -1.0999e-02 2.2687e-02 6.5208e-06 6.7149e-06 -1.4016e-01 2.5566e-02 -2.9216e+02 -2.4332e+02
24 6.6015e-03 2.1464e-02 7.3629e-03 2.3036e-02 6.8820e-06 6.9387e-06 1.7198e-02 2.9366e-02 -7.3249e+01 -1.2877e+02
25 9.5204e-03 -3.2366e-02 1.0561e-02 -2.9150e-02 6.8504e-06 6.7003e-06 9.0973e-02 -3.2964e-02 -1.0878e+02 -1.9325e+02
26 -3.3882e-02 1.0026e-02 -3.4759e-02 8.8813e-03 6.5878e-06 6.7815e-06 3.5588e-02 7.9117e-02 -2.7431e+02 -1.8187e+02
27 1.9663e-02 8.1095e-03 2.0592e-02 8.1902e-03 6.7981e-06 6.7811e-06 -4.5702e-02 -1.3389e-02 -1.1018e+02 -8.0082e+01
28 4.6164e-03 3.0675e-02 6.0688e-03 3.1464e-02 6.7504e-06 6.7045e-06 5.2504e-03 4.3538e-02 -1.0348e+02 -1.6079e+02
29 4.2928e-02 2.6194e-02 4.3095e-02 2.5056e-02 5.6556e-06 5.1753e-06 -3.4055e-02 -1.7215e-01 -1.7789e+03 -3.2434e+03
30 -6.3157e-03 -4.4146e-02 -4.7672e-03 -4.3527e-02 6.8720e-06 6.5052e-06 -2.1536e-02 3.1508e-02 -9.1928e+01 -2.1456e+02
31 2.9646e-02 -4.1471e-02 3.1715e-02 -3.8999e-02 6.7427e-06 6.6425e-06 -1.9810e-02 2.4250e-02 -1.6667e+02 -2.5234e+02
32 -4.4006e-02 5.2956e-03 -4.1824e-02 6.5870e-03 6.6520e-06 6.8328e-06 7.9113e-03 -2.0752e-02 -2.3709e+02 -1.0994e+02
33 1.6855e-02 5.3660e-03 1.5837e-02 4.8506e-03 6.8326e-06 6.8735e-06 -1.1384e-02 -1.9161e-02 -8.0419e+01 -5.8195e+01
34 6.1324e-03 2.6065e-02 5.8923e-03 2.6775e-02 6.7224e-06 6.5986e-06 -6.9155e-02 6.4378e-02 -7.8853e+01 -1.8098e+02
35 -4.3871e-02 3.6798e-03 -4.2726e-02 3.9402e-03 6.6088e-06 6.7505e-06 1.3095e-02 -6.0816e-02 -2.3231e+02 -4.6974e+01
36 -2.8287e-02 1.1693e-02 -2.6645e-02 1.2422e-02 6.7353e-06 6.9578e-06 -3.6186e-02 2.2535e-02 -1.4683e+02 -7.6356e+01
37 -3.0020e-02 1.0379e-02 -2.9756e-02 9.3974e-03 6.7051e-06 6.8196e-06 7.3610e-02 1.0717e-01 -2.3626e+02 -1.4440e+02
38 2.1462e-02 1.5765e-02 2.1409e-02 1.4984e-02 6.8382e-06 6.8680e-06 -1.0084e-01 -1.2917e-01 -1.0486e+02 -8.7585e+01
39 1.2703e-02 1.1975e-03 1.2604e-02 1.5988e-03 6.8737e-06 6.8550e-06 1.3639e-02 6.6192e-02 -8.5912e+01 -6.7008e+01
40 -1.0706e-02 -4.5039e-02 -9.7694e-03 -4.3480e-02 6.7964e-06 6.6214e-06 1.7192e-02 -1.7774e-02 -9.1207e+01 -2.1972e+02
41 1.0955e-02 6.7035e-03 1.3430e-02 7.7587e-03 6.8145e-06 6.9563e-06 -1.5618e-03 -1.1618e-02 -1.0995e+02 -9.2310e+01
42 4.1837e-02 1.2526e-02 4.3488e-02 1.4046e-02 6.7829e-06 6.9027e-06 -1.6386e-02 1.1935e-02 -2.1357e+02 -1.1439e+02
43 9.0854e-03 -2.6885e-02 9.6171e-03 -2.6408e-02 6.8620e-06 6.7328e-06 5.7624e-02 8.0704e-03 -8.5906e+01 -1.5606e+02
44 2.1557e-02 -1.7626e-02 2.0671e-02 -1.7751e-02 6.5016e-06 6.7187e-06 1.2522e-01 -3.3766e-02 -1.9526e+02 -6.9739e+01
45 3.5117e-03 -8.9291e-03 3.8195e-03 -8.4349e-03 6.7675e-06 6.9132e-06 -4.2176e-03 1.3127e-02 -5.6027e+01 -8.1305e+01
46 3.3730e-02 1.2914e-02 3.2830e-02 1.1836e-02 6.3425e-06 6.6722e-06 1.3394e-01 -4.3033e-02 -5.5759e+02 -2.5795e+02
47 -2.1366e-02 -2.0068e-03 -2.0166e-02 -1.4245e-03 6.6750e-06 6.7820e-06 -3.5228e-02 -6.0371e-02 -1.1373e+02 -1.0222e+02
48 3.0645e-02 3.8668e-02 3.1960e-02 3.8429e-02 6.6167e-06 6.8329e-06 -1.8638e-02 -2.7031e-02 -1.7909e+02 -2.0903e+02
49 3.4657e-02 2.8909e-02 3.6045e-02 2.9942e-02 6.7535e-06 6.6647e-06 1.9685e-02 2.9709e-02 -2.0152e+02 -1.9259e+02
