0 -2.2570e-03 -4.4959e-02 -2.2514e-03 -4.4957e-02 7.0669e-06 6.9743e-06 -1.0944e-02 -1.2573e-02
1 1.9089e-02 -2.7217e-02 1.9080e-02 -2.7204e-02 7.0669e-06 6.9743e-06 7.8691e-04 2.3315e-02
2 -1.3937e-02 6.0632e-03 -1.3941e-02 6.0563e-03 7.0669e-06 6.9743e-06 1.8622e-02 2.0073e-02
3 3.3525e-02 3.5076e-02 3.3516e-02 3.5079e-02 7.0669e-06 6.9743e-06 2.2252e-03 -1.1790e-02
4 3.8448e-03 -2.7531e-02 3.8367e-03 -2.7521e-02 7.0669e-06 6.9743e-06 1.0338e-02 -1.8452e-03
5 3.2348e-02 2.8144e-02 3.2335e-02 2.8142e-02 7.0669e-06 6.9743e-06 -1.8339e-02 -1.6101e-02
6 -1.3589e-02 2.0261e-02 -1.3597e-02 2.0265e-02 7.0669e-06 6.9743e-06 -2.3915e-02 -1.3906e-02
7 -4.1759e-02 -3.0887e-02 -4.1762e-02 -3.0887e-02 7.0669e-06 6.9743e-06 -9.5295e-03 -1.2057e-03
8 -2.3697e-02 -2.2535e-02 -2.3690e-02 -2.2529e-02 7.0669e-06 6.9743e-06 1.0620e-02 2.8785e-03
9 -3.6883e-02 -1.5865e-02 -3.6891e-02 -1.5866e-02 7.0669e-06 6.9743e-06 -1.8369e-02 -1.2891e-02
10 1.0871e-02 -8.0506e-03 1.0874e-02 -8.0476e-03 7.0669e-06 6.9743e-06 -9.0297e-03 -4.9009e-03
11 2.7234e-02 3.1007e-02 2.7233e-02 3.1008e-02 7.0669e-06 6.9743e-06 -9.1090e-03 -8.4869e-03
12 -1.8240e-02 -2.5398e-02 -1.8244e-02 -2.5385e-02 7.0669e-06 6.9743e-06 3.0234e-03 -2.0111e-02
13 2.5410e-02 -3.6022e-02 2.5402e-02 -3.6020e-02 7.0669e-06 6.9743e-06 5.2607e-03 -1.4064e-02
14 2.3723e-02 5.0103e-03 2.3721e-02 5.0190e-03 7.0669e-06 6.9743e-06 -3.2397e-03 8.7593e-03
15 6.0002e-03 -2.9513e-02 5.9897e-03 -2.9511e-02 7.0669e-06 6.9743e-06 4.5788e-03 -8.5944e-03
16 -9.3918e-04 2.0943e-02 -9.4498e-04 2.0945e-02 7.0669e-06 6.9743e-06 1.9578e-02 1.0150e-02
17 5.0865e-02 1.4296e-02 5.0867e-02 1.4299e-02 7.0669e-06 6.9743e-06 -1.0434e-02 1.1421e-02
18 -2.4847e-02 2.5204e-02 -2.4852e-02 2.5201e-02 7.0669e-06 6.9743e-06 -1.0792e-02 1.7210e-02
19 5.8911e-03 4.4668e-02 5.8891e-03 4.4676e-02 7.0669e-06 6.9743e-06 1.2846e-02 -2.2439e-02
20 -1.1643e-02 -2.4198e-02 -1.1652e-02 -2.4195e-02 7.0669e-06 6.9743e-06 -7.5812e-03 -5.1485e-03
21 -1.0082e-02 -3.1570e-02 -1.0079e-02 -3.1567e-02 7.0669e-06 6.9743e-06 6.5663e-03 -8.3786e-03
22 -1.5475e-02 4.6511e-02 -1.5476e-02 4.6511e-02 7.0669e-06 6.9743e-06 2.5500e-02 -4.6142e-03
23 1.9885e-02 -4.6872e-02 1.9893e-02 -4.6879e-02 7.0669e-06 6.9743e-06 2.5448e-02 -8.9432e-03
24 -9.6358e-03 3.8322e-02 -9.6372e-03 3.8323e-02 7.0669e-06 6.9743e-06 3.6830e-03 1.5354e-02
25 4.7344e-02 -1.6513e-02 4.7354e-02 -1.6513e-02 7.0669e-06 6.9743e-06 5.8390e-03 -1.5277e-02
26 -3.4464e-02 3.9678e-02 -3.4462e-02 3.9689e-02 7.0669e-06 6.9743e-06 1.4749e-02 2.0732e-03
27 -1.3072e-02 1.5486e-02 -1.3069e-02 1.5477e-02 7.0669e-06 6.9743e-06 -3.7179e-03 -2.6129e-02
28 1.0638e-02 4.4160e-02 1.0626e-02 4.4154e-02 7.0669e-06 6.9743e-06 -2.3650e-02 8.1338e-04
29 3.2994e-02 -2.6849e-02 3.2985e-02 -2.6846e-02 7.0669e-06 6.9743e-06 5.4773e-03 -1.2377e-02
30 -3.1330e-02 -3.5941e-02 -3.1333e-02 -3.5937e-02 7.0669e-06 6.9743e-06 -2.0996e-02 1.0026e-02
31 -2.9029e-02 -4.5546e-02 -2.9020e-02 -4.5540e-02 7.0669e-06 6.9743e-06 2.4178e-02 -4.8234e-03
32 1.4352e-02 4.2801e-02 1.4363e-02 4.2801e-02 7.0669e-06 6.9743e-06 -1.8596e-02 -2.7530e-03
33 -9.7982e-03 -2.1399e-02 -9.8069e-03 -2.1393e-02 7.0669e-06 6.9743e-06 -1.0156e-03 2.6551e-02
34 2.1603e-02 -1.3416e-02 2.1603e-02 -1.3414e-02 7.0669e-06 6.9743e-06 2.0435e-02 -1.7288e-02
35 2.2321e-02 -1.0611e-02 2.2314e-02 -1.0602e-02 7.0669e-06 6.9743e-06 -2.6016e-03 1.5457e-02
36 2.9252e-02 -4.4973e-02 2.9253e-02 -4.4975e-02 7.0669e-06 6.9743e-06 -1.2034e-02 1.2110e-02
37 -2.5078e-02 -8.5038e-03 -2.5082e-02 -8.4972e-03 7.0669e-06 6.9743e-06 -2.6886e-02 8.4401e-03
38 4.2687e-03 4.5849e-02 4.2630e-03 4.5853e-02 7.0669e-06 6.9743e-06 -1.9203e-02 -2.4843e-03
39 2.3357e-02 5.3168e-03 2.3351e-02 5.3241e-03 7.0669e-06 6.9743e-06 2.3115e-04 -1.6604e-02
40 -7.4885e-03 -3.0935e-02 -7.4875e-03 -3.0942e-02 7.0669e-06 6.9743e-06 -1.7699e-02 1.8009e-02
41 -4.8449e-03 -5.0602e-02 -4.8425e-03 -5.0602e-02 7.0669e-06 6.9743e-06 1.9515e-02 -4.3680e-05
42 2.4180e-02 -3.8169e-02 2.4182e-02 -3.8171e-02 7.0669e-06 6.9743e-06 -1.2336e-02 -1.3686e-02
43 7.7570e-04 -5.0378e-02 7.7958e-04 -5.0381e-02 7.0669e-06 6.9743e-06 -1.0000e+01 -1.0000e+01
44 -2.9915e-02 -2.8313e-02 -2.9915e-02 -2.8319e-02 7.0669e-06 6.9743e-06 -6.2164e-03 1.1472e-02
45 1.5408e-02 2.1136e-02 1.5403e-02 2.1141e-02 7.0669e-06 6.9743e-06 -8.3111e-03 1.4437e-02
46 -2.1174e-02 -2.1265e-02 -2.1173e-02 -2.1255e-02 7.0669e-06 6.9743e-06 1.4095e-02 1.3423e-02
47 -1.5369e-02 1.9302e-02 -1.5374e-02 1.9304e-02 7.0669e-06 6.9743e-06 -1.5542e-02 9.9272e-03
48 -3.5125e-02 3.7419e-02 -3.5131e-02 3.7424e-02 7.0669e-06 6.9743e-06 -7.4210e-03 -2.0498e-02
49 -1.0386e-02 -3.5708e-02 -1.0389e-02 -3.5704e-02 7.0669e-06 6.9743e-06 7.5314e-03 -7.2585e-03
50 -3.8240e-02 -1.0286e-02 -3.8248e-02 -1.0292e-02 7.0669e-06 6.9743e-06 1.4829e-02 -1.6973e-02
51 -2.6101e-02 -2.4259e-02 -2.6104e-02 -2.4253e-02 7.0669e-06 6.9743e-06 1.9043e-02 1.7287e-02
52 -2.3678e-02 -3.0107e-02 -2.3674e-02 -3.0096e-02 7.0669e-06 6.9743e-06 -9.5135e-03 9.0945e-03
53 6.9914e-03 2.6649e-02 6.9746e-03 2.6656e-02 7.0669e-06 6.9743e-06 1.9447e-02 1.9404e-02
54 2.6660e-02 5.5873e-03 2.6663e-02 5.5962e-03 7.0669e-06 6.9743e-06 1.0240e-02 2.9713e-03
55 1.0879e-02 -5.4461e-03 1.0880e-02 -5.4483e-03 7.0669e-06 6.9743e-06 5.5215e-03 -1.7139e-02
56 3.2598e-02 -3.4376e-02 3.2601e-02 -3.4379e-02 7.0669e-06 6.9743e-06 -2.4596e-02 -8.4029e-03
57 4.9377e-02 6.6434e-03 4.9370e-02 6.6458e-03 7.0669e-06 6.9743e-06 3.1599e-03 1.1870e-02
58 -6.9137e-03 1.5179e-02 -6.9130e-03 1.5178e-02 7.0669e-06 6.9743e-06 9.1132e-03 -1.2013e-02
59 -1.4290e-02 1.3175e-02 -1.4292e-02 1.3177e-02 7.0669e-06 6.9743e-06 3.8399e-03 -1.3123e-02
60 4.2599e-02 1.1918e-02 4.2605e-02 1.1917e-02 7.0669e-06 6.9743e-06 2.2379e-02 -1.2644e-02
61 7.4974e-03 3.4481e-02 7.4907e-03 3.4483e-02 7.0669e-06 6.9743e-06 -1.9701e-02 1.0802e-02
62 -3.7293e-02 -1.8833e-02 -3.7296e-02 -1.8827e-02 7.0669e-06 6.9743e-06 -2.1309e-02 1.0614e-02
